category,tier,name,file,sourceUrl,note
"盟约图标","","灵巧","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\灵巧.png","https://media.prts.wiki/thumb/7/7d/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_skillfulShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_skillfulShip.png?v=31bijemy3qzk54t1bnpcku2yhvapr9w",""
"盟约图标","","奥术","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\奥术.png","https://media.prts.wiki/thumb/f/f5/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_arcaneShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_arcaneShip.png?v=aibli0xyuyvd6mqzatfwgnmyo5szmqf",""
"盟约图标","","坚守","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\坚守.png","https://media.prts.wiki/thumb/1/17/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_steadShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_steadShip.png?v=5km6l619bsfmdtysaldkkb70uuk3eei",""
"盟约图标","","助力","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\助力.png","https://media.prts.wiki/thumb/f/f9/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_deputShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_deputShip.png?v=e3iit72r52vit7lh6bw4ioj9q3q71s0",""
"盟约图标","","远见","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\远见.png","https://media.prts.wiki/thumb/8/82/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_visiShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_visiShip.png?v=ncv1zg7xjygtcxk5fu6gnw7ommfr0o0",""
"盟约图标","","奇迹","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\奇迹.png","https://media.prts.wiki/thumb/f/fe/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_miraShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_miraShip.png?v=q59ddl7g65l9kt1yqjne6xrhjrb9r32",""
"盟约图标","","投资人","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\投资人.png","https://media.prts.wiki/thumb/e/e0/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_investShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_investShip.png?v=r7rl8802dut1asun8ozaqi5x2us7wwa",""
"盟约图标","","突袭","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\突袭.png","https://media.prts.wiki/thumb/a/ae/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_raidShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_raidShip.png?v=etktvq25ntxsmyb78uaz1h8em2m0vq9",""
"盟约图标","","不屈","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\不屈.png","https://media.prts.wiki/thumb/a/a1/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_indomShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_indomShip.png?v=pu3l67bm00fsuy1awfxjzc5we5ngfmg",""
"盟约图标","","调和","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\调和.png","https://media.prts.wiki/thumb/c/c6/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_maniShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_maniShip.png?v=1rdf0zg09fktkfssof9ssp3f9aog5lg",""
"盟约图标","","协防干员","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\协防干员.png","https://media.prts.wiki/thumb/5/5b/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_emptyShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_emptyShip.png?v=94hy0vf1wa5jvx6dizhwui9vp0oi1d6",""
"盟约图标","","独行","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\独行.png","https://media.prts.wiki/thumb/e/e0/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_soloShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_soloShip.png?v=dg7ei52z6eplk6oe972y1am1grvnk74",""
"盟约图标","","绝技","D:\大黄算法？？？\卫戍协议图片素材包\盟约图标\绝技.png","https://media.prts.wiki/thumb/d/dc/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_suntShip.png/80px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE%EF%BC%9A%E7%9B%9F%E7%BA%A6_icon_suntShip.png?v=6imgzilwm4j1q33gjvgawcjyjtvt4qq",""
"装备","Ⅰ阶","维式重锤","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\01_I阶\装备\维式重锤.png","https://media.prts.wiki/thumb/a/ae/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png?v=82fxjq3m902upocrq480lvntxe89xg3",""
"装备","Ⅰ阶","坚守盾牌","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\01_I阶\装备\坚守盾牌.png","https://media.prts.wiki/thumb/d/d6/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%9D%9A%E5%AE%88%E7%9B%BE%E7%89%8C.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%9D%9A%E5%AE%88%E7%9B%BE%E7%89%8C.png?v=4akntkzfxr13zmv17z9ikol0hzt0pek",""
"装备","Ⅰ阶","盟约之币","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\01_I阶\装备\盟约之币.png","https://media.prts.wiki/thumb/c/c1/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%B9%B8%E8%BF%90%E7%A1%AC%E5%B8%81.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%B9%B8%E8%BF%90%E7%A1%AC%E5%B8%81.png?v=r5qlakceerg0fbe4wyszikeglilr98s",""
"装备","Ⅰ阶","随身身份牌","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\01_I阶\装备\随身身份牌.png","https://media.prts.wiki/thumb/8/85/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%9A%8F%E8%BA%AB%E8%BA%AB%E4%BB%BD%E7%89%8C.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%9A%8F%E8%BA%AB%E8%BA%AB%E4%BB%BD%E7%89%8C.png?v=r25kguu5nklrxz10mvokwzypd6m89jl",""
"装备","Ⅰ阶","源石溶剂","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\01_I阶\装备\源石溶剂.png","https://media.prts.wiki/thumb/1/18/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%BA%90%E7%9F%B3%E6%BA%B6%E5%89%82.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%BA%90%E7%9F%B3%E6%BA%B6%E5%89%82.png?v=hlvxocupzjinqw1bw5fitamz1qylsju",""
"装备","Ⅱ阶","不屈弹射器","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\02_II阶\装备\不屈弹射器.png","https://media.prts.wiki/thumb/b/ba/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%B8%8D%E5%B1%88%E5%BC%B9%E5%B0%84%E5%99%A8.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E4%B8%8D%E5%B1%88%E5%BC%B9%E5%B0%84%E5%99%A8.png?v=2tww3azibt90qpxnxpkk0phpwvh7o31",""
"装备","Ⅱ阶","紧急调度券","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\02_II阶\装备\紧急调度券.png","https://media.prts.wiki/thumb/8/89/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%B4%A7%E6%80%A5%E8%B0%83%E5%BA%A6%E5%88%B8.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%B4%A7%E6%80%A5%E8%B0%83%E5%BA%A6%E5%88%B8.png?v=fdvchjmzg3jo1agh0gvej4pt3tcy32p",""
"装备","Ⅱ阶","战栗维式重锤","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\02_II阶\装备\战栗维式重锤.png","https://media.prts.wiki/thumb/c/c5/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%88%98%E6%A0%97%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%88%98%E6%A0%97%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png?v=qqmmzrn2vtktq9vc4eyz69q2ed11zc1",""
"装备","Ⅱ阶","萨尔贡浓茶","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\02_II阶\装备\萨尔贡浓茶.png","https://media.prts.wiki/thumb/1/1d/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%90%A8%E5%B0%94%E8%B4%A1%E6%B5%93%E8%8C%B6.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%90%A8%E5%B0%94%E8%B4%A1%E6%B5%93%E8%8C%B6.png?v=6zc2eeosfm21drujzzgemv21u4yiloy",""
"装备","Ⅱ阶","精打细算玩偶","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\02_II阶\装备\精打细算玩偶.png","https://media.prts.wiki/thumb/4/4b/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%B2%BE%E6%89%93%E7%BB%86%E7%AE%97%E7%8E%A9%E5%81%B6.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%B2%BE%E6%89%93%E7%BB%86%E7%AE%97%E7%8E%A9%E5%81%B6.png?v=ctm5mn8k3tdxncc8vr9lnjxakah2scl",""
"装备","Ⅱ阶","简易通讯机","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\02_II阶\装备\简易通讯机.png","https://media.prts.wiki/thumb/1/14/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AE%80%E6%98%93%E9%80%9A%E8%AE%AF%E6%9C%BA.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AE%80%E6%98%93%E9%80%9A%E8%AE%AF%E6%9C%BA.png?v=8q83q4fi85a08fkh9nanff2zh690s57",""
"装备","Ⅱ阶","见钱眼开玩偶","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\02_II阶\装备\见钱眼开玩偶.png","https://media.prts.wiki/thumb/b/ba/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%A7%81%E9%92%B1%E7%9C%BC%E5%BC%80%E7%8E%A9%E5%81%B6.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%A7%81%E9%92%B1%E7%9C%BC%E5%BC%80%E7%8E%A9%E5%81%B6.png?v=kj4os6xviqj3dutptvef64v36dlitsh",""
"装备","Ⅲ阶","叙拉古正装","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\叙拉古正装.png","https://media.prts.wiki/thumb/1/16/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%99%E6%8B%89%E5%8F%A4%E6%AD%A3%E8%A3%85.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%99%E6%8B%89%E5%8F%A4%E6%AD%A3%E8%A3%85.png?v=dwe6af1mv4lsn8oo7zci1go91z26npi",""
"装备","Ⅲ阶","精准狙击镜","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\精准狙击镜.png","https://media.prts.wiki/thumb/0/08/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%B2%BE%E5%87%86%E7%8B%99%E5%87%BB%E9%95%9C.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%B2%BE%E5%87%86%E7%8B%99%E5%87%BB%E9%95%9C.png?v=764reqk3iwujabekgs9cah412dqhc8y",""
"装备","Ⅲ阶","激光发射器","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\激光发射器.png","https://media.prts.wiki/thumb/4/47/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%BF%80%E5%85%89%E5%8F%91%E5%B0%84%E5%99%A8.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%BF%80%E5%85%89%E5%8F%91%E5%B0%84%E5%99%A8.png?v=5wy6fq871gbun3rrj71cone9yr6nr5m",""
"装备","Ⅲ阶","炎国短刀","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\炎国短刀.png","https://media.prts.wiki/thumb/4/43/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%82%8E%E5%9B%BD%E7%9F%AD%E5%88%80.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%82%8E%E5%9B%BD%E7%9F%AD%E5%88%80.png?v=tl4ug7465ebm6ng59mo01oyugi7b22g",""
"装备","Ⅲ阶","迅捷作战粮","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\迅捷作战粮.png","https://media.prts.wiki/thumb/4/41/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%BF%85%E6%8D%B7%E4%BD%9C%E6%88%98%E7%B2%AE.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%BF%85%E6%8D%B7%E4%BD%9C%E6%88%98%E7%B2%AE.png?v=n085zlgh3rte86xm9i8xhkfbu2semcf",""
"装备","Ⅲ阶","歌利亚头盔","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\歌利亚头盔.png","https://media.prts.wiki/thumb/d/d0/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%AD%8C%E5%88%A9%E4%BA%9A%E5%A4%B4%E7%9B%94.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E6%AD%8C%E5%88%A9%E4%BA%9A%E5%A4%B4%E7%9B%94.png?v=nixnrc78hn4bsxwvid3df9hj5ep3zno",""
"装备","Ⅲ阶","阿戈尔重刃","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\阿戈尔重刃.png","https://media.prts.wiki/thumb/6/63/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%98%BF%E6%88%88%E5%B0%94%E9%87%8D%E5%88%83.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E9%98%BF%E6%88%88%E5%B0%94%E9%87%8D%E5%88%83.png?v=teyootdw6eh6dzc730k1eotivij8dc6",""
"装备","Ⅲ阶","奥术法阵","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\奥术法阵.png","https://media.prts.wiki/thumb/c/c2/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%A3%E8%A2%8B%E6%B3%95%E9%98%B5.png/127px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8F%A3%E8%A2%8B%E6%B3%95%E9%98%B5.png?v=33156jwnvl67sbu1q8n74wtdlm9kupj",""
"装备","Ⅲ阶","坚固维式重锤","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\坚固维式重锤.png","https://media.prts.wiki/thumb/e/e5/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%9D%9A%E5%9B%BA%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%9D%9A%E5%9B%BA%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png?v=l0zah0nowz31bqxpwrz3p6i416jo6st",""
"装备","Ⅲ阶","加速维式重锤","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\加速维式重锤.png","https://media.prts.wiki/thumb/9/95/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8A%A0%E9%80%9F%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%8A%A0%E9%80%9F%E7%BB%B4%E5%BC%8F%E9%87%8D%E9%94%A4.png?v=ompszwl984bagaccsaltrsw6hblige0",""
"装备","Ⅲ阶","突袭手雷","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\突袭手雷.png","https://media.prts.wiki/thumb/5/50/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AA%81%E8%A2%AD%E6%89%8B%E9%9B%B7.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AA%81%E8%A2%AD%E6%89%8B%E9%9B%B7.png?v=i59uq0owyr2u64bit7x32flgokc4d4a",""
"装备","Ⅲ阶","骑士储蓄罐","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\03_III阶\装备\骑士储蓄罐.png","https://media.prts.wiki/thumb/2/21/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AB%9E%E6%8A%80%E6%8A%95%E5%B8%81%E6%9C%BA.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E7%AB%9E%E6%8A%80%E6%8A%95%E5%B8%81%E6%9C%BA.png?v=twap57l6g10ucux0xvq9ri79pvj1683",""
"装备","Ⅳ阶","寻呼模块","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\寻呼模块.png","https://media.prts.wiki/thumb/8/81/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%AF%BB%E5%91%BC%E6%A8%A1%E5%9D%97.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E5%AF%BB%E5%91%BC%E6%A8%A1%E5%9D%97.png?v=hzytl3ozl877at5wduxqq9e1b5skahi",""
"装备","Ⅳ阶","蜂鸣器","D:\大黄算法？？？\卫戍协议图片素材包\装备图标\04_IV阶\装备\蜂鸣器.png","https://media.prts.wiki/thumb/2/29/%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%9C%82%E9%B8%A3%E5%99%A8.png/160px-%E5%8D%AB%E6%88%8D%E5%8D%8F%E8%AE%AE_%E9%81%93%E5%85%B7_%E8%9C%82%E9%B8%A3%E5%99%A8.png?v=a94m0237x2ktrcmj4kcqc7iabxywmq9",""
